0.000000000000000e+000,0.000000e+000
1.000000000000000e-009,8.978366e-007
1.578183792512202e-004,2.788587e-001
3.156357585024405e-004,5.504393e-001
4.734531377536607e-004,8.147427e-001
6.312705170048809e-004,1.071769e+000
7.890878962561012e-004,1.321518e+000
9.469052755073213e-004,1.563989e+000
1.104722654758541e-003,1.799184e+000
1.496742744044250e-003,2.350776e+000
1.888762833329958e-003,2.870427e+000
2.280782922615667e-003,3.358136e+000
2.672803011901376e-003,3.813903e+000
3.064823101187085e-003,4.237729e+000
3.456843190472794e-003,4.629612e+000
3.848863279758501e-003,4.989554e+000
4.358070869044205e-003,5.420038e+000
4.867278458329908e-003,5.819811e+000
5.376486047615612e-003,6.188874e+000
5.885693636901316e-003,6.527226e+000
6.394901226187019e-003,6.834867e+000
6.904108815472723e-003,7.111798e+000
7.413316404758425e-003,7.358017e+000
7.732791851186990e-003,7.504252e+000
8.052267297615556e-003,7.643348e+000
8.371742744044119e-003,7.775304e+000
8.691218190472685e-003,7.900120e+000
9.010693636901249e-003,8.017798e+000
9.330169083329815e-003,8.128336e+000
9.649644529758378e-003,8.231735e+000
9.659410154758378e-003,8.234834e+000
9.999999000000001e-003,8.339545e+000
1.000000000000000e-002,8.339545e+000
