0.007750,0.512000,0.480000
0.007750,0.504000,0.480000
0.007750,0.512000,0.480000
0.007751,0.512000,0.472000
0.007751,0.504000,0.488000
0.007751,0.504000,0.472000
0.007751,0.504000,0.480000
0.007751,0.512000,0.480000
0.007752,0.504000,0.480000
0.007752,0.504000,0.480000
0.007752,0.512000,0.472000
0.007752,0.504000,0.480000
0.007752,0.512000,0.480000
0.007753,0.504000,0.472000
0.007753,0.496000,0.472000
0.007753,0.504000,0.464000
0.007753,0.504000,0.472000
0.007753,0.504000,0.464000
0.007754,0.504000,0.456000
0.007754,0.488000,0.456000
0.007754,0.504000,0.464000
0.007754,0.504000,0.456000
0.007754,0.488000,0.464000
0.007755,0.488000,0.464000
0.007755,0.480000,0.448000
0.007755,0.488000,0.456000
0.007755,0.496000,0.456000
0.007755,0.488000,0.448000
0.007756,0.488000,0.448000
0.007756,0.488000,0.440000
0.007756,0.496000,0.448000
0.007756,0.480000,0.448000
0.007756,0.480000,0.432000
0.007757,0.472000,0.440000
0.007757,0.472000,0.424000
0.007757,0.480000,0.432000
0.007757,0.480000,0.432000
0.007757,0.472000,0.432000
0.007758,0.472000,0.432000
0.007758,0.480000,0.424000
0.007758,0.472000,0.424000
0.007758,0.464000,0.424000
0.007758,0.472000,0.424000
0.007759,0.464000,0.416000
0.007759,0.464000,0.424000
0.007759,0.456000,0.416000
0.007759,0.456000,0.408000
0.007759,0.456000,0.408000
0.007760,0.440000,0.408000
0.007760,0.456000,0.408000
0.007760,0.448000,0.400000
0.007760,0.448000,0.392000
0.007760,0.440000,0.392000
0.007761,0.440000,0.400000
0.007761,0.432000,0.376000
0.007761,0.424000,0.384000
0.007761,0.424000,0.384000
0.007761,0.440000,0.376000
0.007762,0.432000,0.376000
0.007762,0.424000,0.376000
0.007762,0.424000,0.368000
0.007762,0.432000,0.376000
0.007762,0.424000,0.368000
0.007763,0.416000,0.368000
0.007763,0.408000,0.360000
0.007763,0.400000,0.352000
0.007763,0.408000,0.352000
0.007763,0.400000,0.344000
0.007764,0.392000,0.352000
0.007764,0.392000,0.352000
0.007764,0.392000,0.344000
0.007764,0.384000,0.336000
0.007764,0.384000,0.336000
0.007765,0.376000,0.336000
0.007765,0.384000,0.328000
0.007765,0.376000,0.328000
0.007765,0.376000,0.328000
0.007765,0.384000,0.320000
0.007766,0.384000,0.320000
0.007766,0.360000,0.304000
0.007766,0.368000,0.304000
0.007766,0.360000,0.304000
0.007766,0.360000,0.304000
0.007767,0.352000,0.296000
0.007767,0.352000,0.296000
0.007767,0.352000,0.288000
0.007767,0.352000,0.288000
0.007767,0.352000,0.296000
0.007768,0.336000,0.296000
0.007768,0.344000,0.272000
0.007768,0.336000,0.272000
0.007768,0.336000,0.280000
0.007768,0.328000,0.264000
0.007769,0.320000,0.264000
0.007769,0.328000,0.256000
0.007769,0.328000,0.256000
0.007769,0.320000,0.256000
0.007769,0.312000,0.240000
0.007770,0.296000,0.248000
0.007770,0.304000,0.232000
0.007770,0.288000,0.232000
0.007770,0.296000,0.232000
0.007770,0.288000,0.232000
0.007771,0.280000,0.224000
0.007771,0.272000,0.216000
0.007771,0.272000,0.224000
0.007771,0.280000,0.216000
0.007771,0.272000,0.208000
0.007772,0.280000,0.200000
0.007772,0.264000,0.208000
0.007772,0.256000,0.200000
0.007772,0.256000,0.192000
0.007772,0.248000,0.184000
0.007773,0.256000,0.184000
0.007773,0.248000,0.176000
0.007773,0.240000,0.176000
0.007773,0.240000,0.160000
0.007773,0.232000,0.168000
0.007774,0.224000,0.160000
0.007774,0.232000,0.160000
0.007774,0.216000,0.152000
0.007774,0.216000,0.160000
0.007774,0.208000,0.152000
0.007775,0.200000,0.144000
0.007775,0.208000,0.152000
0.007775,0.216000,0.136000
0.007775,0.192000,0.136000
0.007775,0.200000,0.128000
0.007776,0.200000,0.128000
0.007776,0.200000,0.128000
0.007776,0.184000,0.120000
0.007776,0.168000,0.104000
0.007776,0.176000,0.104000
0.007777,0.176000,0.104000
0.007777,0.176000,0.104000
0.007777,0.160000,0.104000
0.007777,0.160000,0.088000
0.007777,0.160000,0.096000
0.007778,0.152000,0.080000
0.007778,0.144000,0.080000
0.007778,0.136000,0.080000
0.007778,0.136000,0.064000
0.007778,0.120000,0.064000
0.007779,0.120000,0.072000
0.007779,0.120000,0.056000
0.007779,0.112000,0.056000
0.007779,0.104000,0.048000
0.007779,0.096000,0.048000
0.007780,0.104000,0.040000
0.007780,0.104000,0.032000
0.007780,0.096000,0.024000
0.007780,0.088000,0.024000
0.007780,0.088000,0.016000
0.007781,0.088000,0.008000
0.007781,0.064000,0.000000
0.007781,0.072000,0.008000
0.007781,0.064000,0.000000
0.007781,0.064000,-0.008000
0.007782,0.056000,0.000000
0.007782,0.048000,-0.008000
0.007782,0.048000,-0.008000
0.007782,0.040000,-0.016000
0.007782,0.032000,-0.016000
0.007783,0.032000,-0.024000
0.007783,0.024000,-0.032000
0.007783,0.032000,-0.040000
0.007783,0.016000,-0.040000
0.007783,0.008000,-0.040000
0.007784,0.008000,-0.048000
0.007784,0.008000,-0.064000
0.007784,-0.008000,-0.064000
0.007784,0.000000,-0.064000
0.007784,-0.016000,-0.064000
0.007785,-0.016000,-0.072000
0.007785,-0.016000,-0.072000
0.007785,-0.016000,-0.072000
0.007785,-0.016000,-0.080000
0.007785,-0.032000,-0.088000
0.007786,-0.040000,-0.096000
0.007786,-0.032000,-0.088000
0.007786,-0.040000,-0.104000
0.007786,-0.048000,-0.104000
0.007786,-0.040000,-0.112000
0.007787,-0.056000,-0.112000
0.007787,-0.056000,-0.112000
0.007787,-0.064000,-0.128000
0.007787,-0.064000,-0.120000
0.007787,-0.064000,-0.128000
0.007788,-0.072000,-0.136000
0.007788,-0.080000,-0.128000
0.007788,-0.088000,-0.144000
0.007788,-0.080000,-0.152000
0.007788,-0.088000,-0.144000
0.007789,-0.088000,-0.152000
0.007789,-0.104000,-0.152000
0.007789,-0.112000,-0.160000
0.007789,-0.112000,-0.168000
0.007789,-0.120000,-0.176000
0.007790,-0.120000,-0.176000
0.007790,-0.128000,-0.184000
0.007790,-0.128000,-0.176000
0.007790,-0.136000,-0.192000
0.007790,-0.144000,-0.184000
0.007791,-0.152000,-0.192000
0.007791,-0.152000,-0.200000
0.007791,-0.144000,-0.192000
0.007791,-0.160000,-0.208000
0.007791,-0.160000,-0.208000
0.007792,-0.152000,-0.208000
0.007792,-0.168000,-0.208000
0.007792,-0.168000,-0.224000
0.007792,-0.184000,-0.232000
0.007792,-0.176000,-0.224000
0.007793,-0.176000,-0.224000
0.007793,-0.192000,-0.232000
0.007793,-0.192000,-0.240000
0.007793,-0.200000,-0.248000
0.007793,-0.208000,-0.248000
0.007794,-0.200000,-0.248000
0.007794,-0.216000,-0.256000
0.007794,-0.208000,-0.264000
0.007794,-0.224000,-0.264000
0.007794,-0.232000,-0.272000
0.007795,-0.224000,-0.264000
0.007795,-0.224000,-0.272000
0.007795,-0.232000,-0.272000
0.007795,-0.240000,-0.280000
0.007795,-0.240000,-0.272000
0.007796,-0.232000,-0.296000
0.007796,-0.248000,-0.288000
0.007796,-0.264000,-0.288000
0.007796,-0.248000,-0.296000
0.007796,-0.256000,-0.304000
0.007797,-0.264000,-0.304000
0.007797,-0.264000,-0.312000
0.007797,-0.272000,-0.312000
0.007797,-0.272000,-0.320000
0.007797,-0.272000,-0.312000
0.007798,-0.272000,-0.320000
0.007798,-0.280000,-0.312000
0.007798,-0.296000,-0.328000
0.007798,-0.288000,-0.320000
0.007798,-0.296000,-0.344000
0.007799,-0.304000,-0.336000
0.007799,-0.312000,-0.344000
0.007799,-0.312000,-0.352000
0.007799,-0.304000,-0.344000
0.007799,-0.312000,-0.344000
0.007800,-0.312000,-0.360000
0.007800,-0.320000,-0.352000
0.007800,-0.328000,-0.360000
0.007800,-0.328000,-0.360000
0.007800,-0.328000,-0.360000
0.007801,-0.336000,-0.368000
0.007801,-0.328000,-0.376000
0.007801,-0.336000,-0.376000
0.007801,-0.344000,-0.376000
0.007801,-0.336000,-0.376000
0.007802,-0.352000,-0.384000
0.007802,-0.352000,-0.376000
0.007802,-0.360000,-0.384000
0.007802,-0.360000,-0.392000
0.007802,-0.360000,-0.392000
0.007803,-0.368000,-0.392000
0.007803,-0.376000,-0.400000
0.007803,-0.376000,-0.392000
0.007803,-0.384000,-0.400000
0.007803,-0.376000,-0.408000
0.007804,-0.384000,-0.408000
0.007804,-0.384000,-0.408000
0.007804,-0.384000,-0.416000
0.007804,-0.400000,-0.416000
0.007804,-0.392000,-0.416000
0.007805,-0.392000,-0.424000
0.007805,-0.392000,-0.416000
0.007805,-0.392000,-0.424000
0.007805,-0.408000,-0.416000
0.007805,-0.416000,-0.432000
0.007806,-0.408000,-0.432000
0.007806,-0.416000,-0.432000
0.007806,-0.416000,-0.432000
0.007806,-0.408000,-0.432000
0.007806,-0.416000,-0.448000
0.007807,-0.408000,-0.440000
0.007807,-0.424000,-0.448000
0.007807,-0.424000,-0.448000
0.007807,-0.424000,-0.440000
0.007807,-0.424000,-0.440000
0.007808,-0.432000,-0.440000
0.007808,-0.432000,-0.456000
0.007808,-0.432000,-0.456000
0.007808,-0.432000,-0.448000
0.007808,-0.432000,-0.456000
0.007809,-0.440000,-0.464000
0.007809,-0.448000,-0.464000
0.007809,-0.448000,-0.464000
0.007809,-0.456000,-0.464000
0.007809,-0.448000,-0.472000
0.007810,-0.456000,-0.472000
0.007810,-0.456000,-0.472000
0.007810,-0.464000,-0.464000
0.007810,-0.456000,-0.472000
0.007810,-0.464000,-0.472000
0.007811,-0.448000,-0.472000
0.007811,-0.448000,-0.472000
0.007811,-0.472000,-0.472000
0.007811,-0.464000,-0.472000
0.007811,-0.464000,-0.472000
0.007812,-0.480000,-0.472000
0.007812,-0.472000,-0.480000
0.007812,-0.472000,-0.480000
0.007812,-0.472000,-0.480000
0.007812,-0.472000,-0.480000
0.007813,-0.480000,-0.480000
0.007813,-0.472000,-0.488000
0.007813,-0.480000,-0.488000
0.007813,-0.488000,-0.488000
0.007813,-0.480000,-0.488000
0.007814,-0.488000,-0.488000
0.007814,-0.480000,-0.496000
0.007814,-0.488000,-0.480000
0.007814,-0.488000,-0.488000
