time,(G)
21.714286,-6.182926E-2
21.857143,-6.732841E-2
22.000000,-6.410074E-2
22.142857,-6.422189E-2
22.285714,-6.276814E-2
22.428571,-6.150621E-2
22.571429,-6.040291E-2
22.714286,-6.130430E-2
22.857143,-6.469205E-2
23.000000,-6.628569E-2
23.142857,-6.772646E-2
23.285714,-6.845766E-2
23.428571,-6.661163E-2
23.571429,-6.519538E-2
23.714286,-7.025609E-2
23.857143,-6.727649E-2
24.000000,-6.725197E-2
24.142857,-6.838411E-2
24.285714,-6.808557E-2
24.428571,-6.956383E-2
24.571429,-6.669672E-2
24.714286,-7.836132E-2
24.857143,-7.876946E-2
25.000000,-7.846660E-2
25.142857,-8.204761E-2
25.285714,-8.101210E-2
25.428571,-7.369432E-2
25.571429,-7.464041E-2
25.714286,-7.420919E-2
25.857143,-7.568313E-2
26.000000,-7.463176E-2
26.142857,-7.601484E-2
26.285714,-7.213097E-2
26.428571,-7.260546E-2
26.571429,-7.500097E-2
26.714286,-7.570621E-2
26.857143,-7.566871E-2
27.000000,-7.842045E-2
27.142857,-7.992179E-2
27.285714,-7.598023E-2
27.428571,-7.617060E-2
27.571429,-7.468224E-2
27.714286,-7.855169E-2
27.857143,-7.522162E-2
28.000000,-7.244537E-2
28.142857,-7.444860E-2
28.285714,-7.375634E-2
28.428571,-7.462022E-2
28.571429,-7.522884E-2
28.714286,-7.352703E-2
28.857143,-7.391931E-2
29.000000,-7.890791E-2
29.142857,-7.368711E-2
29.285714,-7.459138E-2
29.428571,-7.539613E-2
29.571429,-7.684267E-2
29.714286,-7.976314E-2
29.857143,-8.841785E-2
30.000000,-9.128929E-2
30.142857,-9.062587E-2
30.285714,-9.249353E-2
30.428571,-9.310070E-2
30.571429,-9.443763E-2
30.714286,-9.120276E-2
30.857143,-9.531594E-2
31.000000,-9.701486E-2
31.142857,-9.893444E-2
31.285714,-9.757732E-2
31.428571,-9.617117E-2
31.571429,-9.670479E-2
31.714286,-9.949835E-2
31.857143,-9.951277E-2
32.000000,-9.794220E-2
32.142857,-9.655480E-2
32.285714,-9.838640E-2
32.428571,-1.027347E-1
32.571429,-1.005915E-1
32.714286,-1.019660E-1
32.857143,-1.001012E-1
33.000000,-9.962382E-2
33.142857,-9.798980E-2
33.285714,-9.874407E-2
33.428571,-9.699034E-2
33.571429,-9.616396E-2
33.714286,-9.941182E-2
33.857143,-9.850611E-2
34.000000,-9.820180E-2
34.142857,-9.950989E-2
34.285714,-1.028111E-1
34.428571,-1.102731E-1
34.571429,-1.101866E-1
34.714286,-1.104346E-1
34.857143,-1.078502E-1
35.000000,-1.101173E-1
35.142857,-1.118235E-1
35.285714,-1.136334E-1
35.428571,-1.152891E-1
35.571429,-1.169130E-1
35.714286,-1.115682E-1
35.857143,-1.097626E-1
36.000000,-1.111889E-1
36.142857,-1.140084E-1
36.285714,-1.134142E-1
36.428571,-1.152458E-1
36.571429,-1.138036E-1
36.714286,-1.165179E-1
36.857143,-1.161241E-1
37.000000,-1.164876E-1
37.142857,-1.134979E-1
37.285714,-1.114254E-1
37.428571,-1.141627E-1
37.571429,-1.134734E-1
37.714286,-1.117211E-1
37.857143,-1.109106E-1
38.000000,-1.145060E-1
38.142857,-1.090256E-1
38.285714,-1.083463E-1
38.428571,-1.124840E-1
38.571429,-1.205402E-1
38.714286,-1.225953E-1
38.857143,-1.275205E-1
39.000000,-1.343321E-1
39.142857,-1.360166E-1
39.285714,-1.357800E-1
39.428571,-1.347517E-1
39.571429,-1.335533E-1
39.714286,-1.349998E-1
39.857143,-1.341446E-1
40.000000,-1.329591E-1
40.142857,-1.304914E-1
40.285714,-1.283988E-1
40.428571,-1.294127E-1
40.571429,-1.295670E-1
40.714286,-1.301453E-1
40.857143,-1.326937E-1
41.000000,-1.322380E-1
41.142857,-1.348671E-1
41.285714,-1.353560E-1
41.428571,-1.331105E-1
41.571429,-1.285690E-1
41.714286,-1.305030E-1
41.857143,-1.315644E-1
42.000000,-1.299506E-1
42.142857,-1.270042E-1
42.285714,-1.290781E-1
42.428571,-1.322394E-1
42.571429,-1.297199E-1
42.714286,-1.290117E-1
42.857143,-1.350517E-1
