4.971,0.782,0.01921
4.976,0.777,0.01925
4.932,0.782,0.01903
4.927,0.777,0.01903
4.932,0.782,0.01903
4.770,0.777,0.01831
2.908,0.728,0.00999
2.478,0.718,0.00807
2.483,0.718,0.00809
2.454,0.714,0.00798
2.302,0.709,0.00731
2.121,0.704,0.00650
2.087,0.704,0.00634
2.087,0.699,0.00636
1.979,0.694,0.00589
1.950,0.694,0.00576
1.911,0.699,0.00556
1.750,0.689,0.00486
1.642,0.684,0.00439
1.628,0.679,0.00435
1.584,0.684,0.00412
1.510,0.679,0.00381
1.457,0.674,0.00359
1.388,0.670,0.00329
1.359,0.670,0.00316
1.315,0.670,0.00296
1.310,0.670,0.00294
1.266,0.665,0.00276
1.207,0.660,0.00251
1.183,0.655,0.00242
1.144,0.650,0.00226
1.119,0.655,0.00213
1.080,0.645,0.00199
1.046,0.640,0.00186
1.036,0.640,0.00182
1.002,0.640,0.00166
0.963,0.635,0.00150
0.938,0.626,0.00143
0.899,0.626,0.00125
0.875,0.621,0.00117
0.855,0.611,0.00112
0.841,0.611,0.00105
0.816,0.611,0.00094
0.787,0.606,0.00083
0.782,0.606,0.00081
0.762,0.596,0.00076
0.748,0.596,0.00069
0.733,0.591,0.00065
0.709,0.582,0.00058
0.704,0.587,0.00054
0.704,0.582,0.00056
0.704,0.587,0.00054
