Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8
0.000072,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.000112,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.000148,0.000000,0.538000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.000188,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.000224,0.005000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.000264,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.000300,0.005000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.000336,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.000372,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.000408,0.005000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.000444,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.000484,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.000520,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.000556,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.000592,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.000628,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.000664,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.000704,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.000740,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.000776,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.000812,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.000848,0.015000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.000884,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.000924,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.000960,0.005000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.000996,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.001032,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.001068,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.001104,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.001144,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.001184,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.001220,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.001256,0.005000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.001292,0.005000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.001332,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.001368,0.000000,0.538000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.001404,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.001440,0.000000,0.538000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.001476,0.005000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.001512,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.001552,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.001588,0.005000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.001624,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.001660,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.001696,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.001732,0.005000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.001772,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.001808,0.005000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.001844,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.001880,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.001916,0.005000,0.538000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.001952,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.001992,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.002028,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.002064,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.002100,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.002136,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.002172,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.002212,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.002248,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.002284,0.005000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.002320,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.002356,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.002392,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.002428,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.002468,0.000000,0.538000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.002504,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.002540,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.002576,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.002612,0.005000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.002648,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.002688,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.002724,0.005000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.002760,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.002796,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.002832,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.002868,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.002908,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.002944,0.000000,0.538000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.002980,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.003016,0.000000,0.538000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.003052,0.000000,0.538000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.003088,0.000000,0.538000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.003128,0.000000,0.538000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.003164,0.015000,0.538000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.003200,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.003236,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.003276,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.003312,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.003348,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.003384,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.003420,0.005000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.003456,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.003496,0.000000,0.538000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.003532,0.005000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.003568,0.000000,0.538000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.003604,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.003640,0.005000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.003676,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.003716,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.003752,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.003788,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.003824,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.003860,0.005000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.003896,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.003936,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.003972,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.004008,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.004044,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.004080,0.005000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.004116,0.000000,0.538000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.004156,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.004192,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.004228,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.004272,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.004308,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.004344,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.004380,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.004416,0.000000,0.538000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.004452,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.004492,0.000000,0.538000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.004528,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.004564,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.004600,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.004636,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.004672,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.004712,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.004748,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.004784,0.000000,0.533000,137.617000,77.996000,1602.600000,0.567000,2477865216.000000
0.000036,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.000072,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.000108,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.000144,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.000184,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.000220,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.000256,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.000292,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.000328,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.000364,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.000404,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.000440,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.000476,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.000512,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.000548,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.000584,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.000624,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.000660,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.000696,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.000732,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.000768,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.000804,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.000844,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.000880,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.000916,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.000952,0.000000,0.538000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.000988,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.001024,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.001060,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.001096,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.001136,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.001172,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.001208,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.001244,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.001280,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.001316,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.001356,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.001392,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.001428,0.000000,0.538000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.001464,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.001500,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.001536,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.001576,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.001612,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.001648,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.001684,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.001720,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.001756,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.001796,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.001832,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.001868,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.001904,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.001940,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.001980,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.002016,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.002052,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.002088,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.002124,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.002164,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.002200,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.002236,0.000000,0.538000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.002272,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.002308,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.002344,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.002384,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
0.002420,0.000000,0.533000,137.612000,104.927000,4545.500000,0.762000,5694.500000
