0.010,0.010,0.00000
0.010,0.005,0.00002
0.010,0.010,0.00000
0.010,0.010,0.00000
0.010,0.005,0.00002
0.010,0.010,0.00000
0.015,0.015,0.00000
0.034,0.029,0.00002
0.034,0.029,0.00002
0.039,0.039,0.00000
0.044,0.039,0.00002
0.049,0.044,0.00002
0.054,0.049,0.00002
0.064,0.059,0.00002
0.064,0.059,0.00002
0.078,0.073,0.00002
0.083,0.073,0.00005
0.088,0.078,0.00005
0.088,0.083,0.00002
0.098,0.088,0.00005
0.108,0.098,0.00005
0.112,0.103,0.00005
0.127,0.117,0.00005
0.132,0.117,0.00007
0.132,0.122,0.00005
0.142,0.132,0.00005
0.152,0.137,0.00007
0.152,0.137,0.00007
0.156,0.142,0.00007
0.156,0.142,0.00007
0.156,0.142,0.00007
0.156,0.142,0.00007
0.156,0.147,0.00005
0.161,0.152,0.00005
0.166,0.152,0.00007
0.181,0.166,0.00007
0.196,0.181,0.00007
0.200,0.186,0.00007
0.205,0.186,0.00009
0.200,0.186,0.00007
0.210,0.191,0.00009
0.225,0.200,0.00011
0.220,0.200,0.00009
0.225,0.205,0.00009
0.230,0.210,0.00009
0.254,0.235,0.00009
0.249,0.230,0.00009
0.249,0.230,0.00009
0.254,0.230,0.00011
0.264,0.244,0.00009
0.269,0.244,0.00011
0.269,0.249,0.00009
0.269,0.244,0.00011
0.259,0.239,0.00009
0.259,0.235,0.00011
0.298,0.269,0.00014
0.298,0.274,0.00011
0.298,0.269,0.00014
0.288,0.264,0.00011
0.298,0.274,0.00011
0.303,0.274,0.00014
0.323,0.293,0.00014
0.332,0.303,0.00014
0.337,0.308,0.00014
0.347,0.318,0.00014
0.337,0.308,0.00014
0.362,0.327,0.00016
0.367,0.323,0.00021
0.371,0.342,0.00014
0.367,0.337,0.00014
0.367,0.337,0.00014
0.371,0.332,0.00018
0.376,0.342,0.00016
0.396,0.357,0.00018
0.396,0.362,0.00016
0.406,0.376,0.00014
0.411,0.376,0.00016
0.415,0.376,0.00018
0.411,0.376,0.00016
0.401,0.362,0.00018
0.415,0.381,0.00016
0.420,0.381,0.00018
0.415,0.381,0.00016
0.455,0.411,0.00021
0.445,0.406,0.00018
0.464,0.425,0.00018
0.469,0.430,0.00018
0.469,0.430,0.00018
0.474,0.435,0.00018
0.494,0.450,0.00021
0.499,0.459,0.00018
0.503,0.464,0.00018
0.523,0.479,0.00021
0.528,0.484,0.00021
0.523,0.479,0.00021
0.528,0.484,0.00021
0.528,0.484,0.00021
0.528,0.484,0.00021
0.538,0.494,0.00021
0.552,0.503,0.00023
0.552,0.508,0.00021
0.552,0.503,0.00023
0.562,0.518,0.00021
0.572,0.523,0.00023
0.533,0.489,0.00021
0.572,0.523,0.00023
0.582,0.533,0.00023
0.606,0.552,0.00025
0.606,0.552,0.00025
0.606,0.552,0.00025
0.606,0.557,0.00023
0.606,0.552,0.00025
0.606,0.557,0.00023
0.611,0.552,0.00027
