0.401,0.401,0.00000
0.445,0.440,0.00002
0.499,0.479,0.00009
0.513,0.484,0.00014
0.523,0.489,0.00016
0.523,0.489,0.00016
0.518,0.489,0.00014
0.543,0.499,0.00021
0.552,0.503,0.00023
0.562,0.508,0.00025
0.562,0.508,0.00025
0.562,0.508,0.00025
0.567,0.513,0.00025
0.577,0.513,0.00030
0.587,0.518,0.00032
0.596,0.523,0.00034
0.596,0.523,0.00034
0.601,0.523,0.00036
0.606,0.528,0.00036
0.616,0.533,0.00039
0.626,0.533,0.00043
0.626,0.533,0.00043
0.626,0.538,0.00041
0.626,0.533,0.00043
0.626,0.538,0.00041
0.635,0.538,0.00046
0.640,0.538,0.00048
0.645,0.538,0.00050
0.650,0.543,0.00050
0.655,0.543,0.00052
0.655,0.543,0.00052
0.660,0.543,0.00055
0.665,0.547,0.00055
0.674,0.547,0.00059
0.674,0.547,0.00059
0.674,0.547,0.00059
0.679,0.547,0.00062
0.679,0.552,0.00059
0.679,0.552,0.00059
0.684,0.552,0.00062
0.689,0.552,0.00064
0.689,0.557,0.00062
0.689,0.552,0.00064
0.694,0.557,0.00064
0.699,0.557,0.00066
0.704,0.557,0.00068
0.704,0.557,0.00068
0.714,0.557,0.00073
0.718,0.562,0.00073
0.718,0.562,0.00073
0.723,0.562,0.00075
0.733,0.562,0.00080
0.733,0.562,0.00080
0.733,0.562,0.00080
0.743,0.567,0.00082
0.748,0.567,0.00084
0.743,0.562,0.00084
0.758,0.572,0.00087
0.762,0.567,0.00091
0.758,0.567,0.00089
0.758,0.572,0.00087
0.762,0.567,0.00091
0.772,0.572,0.00093
0.782,0.572,0.00098
0.782,0.572,0.00098
0.787,0.577,0.00098
0.792,0.572,0.00103
0.787,0.572,0.00100
0.792,0.572,0.00103
0.792,0.572,0.00103
0.797,0.577,0.00103
0.806,0.577,0.00107
0.821,0.582,0.00112
0.826,0.582,0.00114
0.836,0.582,0.00119
0.846,0.582,0.00123
0.850,0.587,0.00123
0.846,0.582,0.00123
0.860,0.587,0.00128
0.860,0.587,0.00128
0.885,0.591,0.00137
0.894,0.591,0.00141
0.909,0.596,0.00146
0.904,0.596,0.00144
0.904,0.591,0.00146
0.914,0.596,0.00148
0.934,0.596,0.00157
0.943,0.596,0.00162
0.938,0.596,0.00160
0.978,0.601,0.00176
0.978,0.601,0.00176
0.982,0.601,0.00178
0.987,0.601,0.00180
0.982,0.601,0.00178
1.026,0.606,0.00196
1.056,0.611,0.00207
1.090,0.611,0.00223
1.100,0.616,0.00226
1.100,0.611,0.00228
1.061,0.611,0.00210
1.149,0.621,0.00246
1.246,0.630,0.00287
1.276,0.630,0.00301
1.295,0.630,0.00310
1.295,0.630,0.00310
1.315,0.630,0.00319
1.359,0.635,0.00337
1.403,0.635,0.00358
1.437,0.640,0.00372
1.569,0.650,0.00429
1.662,0.650,0.00472
1.672,0.655,0.00474
1.672,0.655,0.00474
1.706,0.655,0.00490
1.926,0.665,0.00588
2.336,0.679,0.00773
2.835,0.694,0.00999
3.265,0.704,0.01195
3.265,0.704,0.01195
3.275,0.709,0.01197
3.974,0.723,0.01516
4.853,0.738,0.01920
4.883,0.738,0.01934
4.980,0.738,0.01979
