0.024,3.07
0.073,3.02
0.381,2.74
0.704,2.43
1.056,2.08
1.290,1.86
1.285,1.87
1.427,1.73
1.422,1.74
1.569,1.60
1.706,1.47
1.955,1.24
2.063,1.14
2.151,1.07
2.214,0.99
2.312,0.90
2.390,0.82
2.429,0.79
2.488,0.73
2.551,0.67
2.600,0.62
2.649,0.57
2.698,0.53
2.752,0.48
2.796,0.44
2.825,0.41
2.854,0.38
2.889,0.35
2.918,0.32
2.957,0.29
